,concept:name,time:timestamp,case:concept:name
0,A,2019-01-13 02:40:00+00:00,200
1,D,2019-01-13 03:13:44.182000+00:00,200
2,F,2019-01-13 03:42:25.123000+00:00,200
3,E,2019-01-13 04:13:01.761000+00:00,200
4,G,2019-01-13 04:44:10.829000+00:00,200
5,I,2019-01-13 05:15:10.744000+00:00,200
6,J,2019-01-13 05:48:53.111000+00:00,200
7,K,2019-01-13 06:17:43.459000+00:00,200
8,M,2019-01-13 06:51:38.977000+00:00,200
9,N,2019-01-13 07:19:26.928000+00:00,200
10,A,2019-01-13 03:00:00+00:00,201
11,B,2019-01-13 03:32:30.105000+00:00,201
12,C,2019-01-13 03:58:19.344000+00:00,201
13,A,2019-01-13 04:28:36.454000+00:00,201
14,B,2019-01-13 04:59:49.382000+00:00,201
15,C,2019-01-13 05:29:15.825000+00:00,201
16,A,2019-01-13 06:00:51.734000+00:00,201
17,B,2019-01-13 06:32:47.122000+00:00,201
18,C,2019-01-13 07:01:48.001000+00:00,201
19,A,2019-01-13 07:26:55.045000+00:00,201
20,D,2019-01-13 07:57:14.250000+00:00,201
21,F,2019-01-13 08:26:22.694000+00:00,201
22,E,2019-01-13 09:02:05.329000+00:00,201
23,G,2019-01-13 09:33:19.951000+00:00,201
24,H,2019-01-13 10:05:39.229000+00:00,201
25,A,2019-01-13 03:20:00+00:00,202
26,D,2019-01-13 03:54:41.887000+00:00,202
27,F,2019-01-13 04:20:50.611000+00:00,202
28,E,2019-01-13 04:45:51.407000+00:00,202
29,G,2019-01-13 05:15:23.395000+00:00,202
30,I,2019-01-13 05:43:42.137000+00:00,202
31,J,2019-01-13 06:13:56.076000+00:00,202
32,L,2019-01-13 06:45:05.447000+00:00,202
33,M,2019-01-13 07:15:46.660000+00:00,202
34,O,2019-01-13 07:47:59.234000+00:00,202
35,A,2019-01-13 03:40:00+00:00,203
36,B,2019-01-13 04:05:26.325000+00:00,203
37,C,2019-01-13 04:32:52.797000+00:00,203
38,A,2019-01-13 05:09:51.449000+00:00,203
39,D,2019-01-13 05:39:52.222000+00:00,203
40,F,2019-01-13 06:07:12.957000+00:00,203
41,E,2019-01-13 06:36:12.216000+00:00,203
42,G,2019-01-13 07:08:59.262000+00:00,203
43,H,2019-01-13 07:37:09.733000+00:00,203
44,A,2019-01-13 04:00:00+00:00,204
45,B,2019-01-13 04:26:30.665000+00:00,204
46,C,2019-01-13 04:58:42.462000+00:00,204
47,A,2019-01-13 05:27:42.369000+00:00,204
48,B,2019-01-13 05:56:52.001000+00:00,204
49,C,2019-01-13 06:28:55.527000+00:00,204
50,A,2019-01-13 06:55:35.254000+00:00,204
51,D,2019-01-13 07:25:26.970000+00:00,204
52,F,2019-01-13 07:53:15.413000+00:00,204
53,E,2019-01-13 08:18:12.423000+00:00,204
54,G,2019-01-13 08:47:32.398000+00:00,204
55,H,2019-01-13 09:14:05.043000+00:00,204
56,A,2019-01-13 04:20:00+00:00,205
57,D,2019-01-13 04:52:05.884000+00:00,205
58,F,2019-01-13 05:21:12.046000+00:00,205
59,E,2019-01-13 05:51:10.130000+00:00,205
60,G,2019-01-13 06:17:53.578000+00:00,205
